Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_ID,Product_Category,Product_Name,Quantity,Price,Discount,Sales,Profit,Payment_Mode,Delivery_Status,Feedback_Rating
ORD109801,2026-04-03,CUST6281,Bryan Rhodes,Female,56,Amandahaven,Arkansas,North,PROD509,Clothing,Generation,2,290.67,0.23,492.69,18.81,UPI,Cancelled,4
ORD109802,2026-01-16,CUST2324,Rachel Clay,Female,50,Port Vanessaside,New Jersey,South,PROD264,Electronics,Somebody,1,53.7,0.12,69.77,-36.12,Card,Delivered,2
ORD109803,2025-09-20,CUST6643,Ronald Thomas,Male,63,Christopherview,California,North,PROD118,Furniture,Identify,3,466.8,0.29,396.8,279.84,Cash,Cancelled,3
ORD109804,2025-07-10,CUST3231,Jeremy Crawford,Female,63,Kristenton,New Jersey,North,PROD803,Food,Own,7,300.15,0.15,405.75,11.14,UPI,Delivered,2
ORD109805,2024-04-28,CUST8238,Kathy Sullivan,Male,51,Lake Amberland,Virginia,North,PROD524,Furniture,Area,9,221.27,0.12,476.58,207.48,Card,Cancelled,2
ORD109806,2025-12-18,CUST8146,Jordan Sanford,Male,28,Sarahbury,Florida,West,PROD443,Clothing,You,5,169.85,0.03,218.84,45.61,UPI,Pending,5
ORD109807,2025-03-25,CUST5943,Wayne Richardson,Female,48,Cruzland,Wyoming,West,PROD812,Food,Gun,2,151.74,0.07,135.68,-69.93,UPI,Cancelled,3
ORD109808,2024-08-23,CUST3394,Daniel Eaton,Female,47,East Rebecca,Minnesota,North,PROD183,Food,Black,4,480.31,0.08,202.89,133.3,Card,Delivered,2
ORD109809,2024-09-12,CUST4804,James Leonard,Male,46,North Alexandria,California,South,PROD715,Electronics,Half,8,423.93,0.04,83.46,200.7,Card,Delivered,5
ORD109810,2026-03-15,CUST9624,Laurie Kennedy,Male,39,West Matthewfurt,Connecticut,South,PROD601,Clothing,Hotel,8,93.39,0.17,949.73,108.09,UPI,Cancelled,1
ORD109811,2025-07-15,CUST1523,John Mcguire,Female,19,Connieburgh,Iowa,North,PROD616,Furniture,Too,8,327.45,0.15,39.28,198.91,Card,Pending,3
ORD109812,2025-09-19,CUST2222,Diana Brown,Male,22,Michaeltown,Maryland,West,PROD605,Electronics,Happy,4,148.02,0.26,688.08,118.38,UPI,Delivered,2
ORD109813,2025-08-28,CUST5728,Michael Leonard,Female,42,West Jacob,Oklahoma,East,PROD738,Furniture,Marriage,4,318.63,0.02,555.48,51.9,Cash,Pending,1
ORD109814,2024-10-25,CUST2030,Michael Ritter,Female,55,Seanview,Arizona,North,PROD693,Electronics,Present,9,459.16,0.05,306.89,8.99,Card,Delivered,5
ORD109815,2024-10-04,CUST1983,Amy Baker,Female,62,Christopherfort,Rhode Island,East,PROD178,Electronics,Gas,9,460.4,0.25,199.77,206.93,Cash,Cancelled,4
ORD109816,2024-11-03,CUST7745,Lucas Little,Female,19,Port Deborahview,Montana,East,PROD255,Clothing,Structure,7,489.16,0.04,88.1,-20.74,Cash,Cancelled,1
ORD109817,2025-04-25,CUST2436,Bryan Oconnell,Female,49,Lake Justin,West Virginia,South,PROD813,Electronics,Name,10,223.57,0.04,710.68,0.25,UPI,Pending,2
ORD109818,2025-10-19,CUST2054,Luis Brown,Female,20,West Michaelville,Alaska,North,PROD286,Food,Toward,10,33.02,0.26,175.52,113.3,UPI,Pending,3
ORD109819,2025-10-26,CUST7387,Sarah Copeland,Female,64,Paulafort,Utah,East,PROD395,Electronics,Politics,4,91.31,0.2,180.4,114.86,UPI,Pending,2
ORD109820,2024-07-21,CUST8153,Jennifer Smith,Male,64,Pittston,Oregon,East,PROD551,Furniture,Game,10,442.01,0.16,30.14,243.69,Card,Cancelled,3
ORD109821,2025-02-01,CUST9689,Belinda Williams,Female,51,West Sheilatown,Virginia,North,PROD380,Clothing,Cell,7,325.04,0.05,519.68,-42.99,UPI,Delivered,1
ORD109822,2025-06-13,CUST2610,Ashley Garcia,Male,46,Henryburgh,Oregon,West,PROD989,Furniture,Father,1,283.99,0.07,636.9,-9.3,Card,Delivered,4
ORD109823,2024-05-29,CUST5519,Ms. Megan Oliver DDS,Female,28,Tashaport,Illinois,East,PROD596,Food,Many,8,31.08,0.18,422.95,117.86,Cash,Pending,5
ORD109824,2025-10-19,CUST7179,David Garcia,Female,54,West Steven,Utah,South,PROD786,Furniture,By,2,200.54,0.23,55.23,164.43,Card,Cancelled,4
ORD109825,2025-01-16,CUST3484,Charlotte Castillo,Male,44,West Carolyn,Pennsylvania,West,PROD627,Clothing,Their,2,365.38,0.11,232.17,76.45,Card,Cancelled,5
ORD109826,2025-05-05,CUST7136,Victoria Bailey,Female,21,North Jessica,Texas,South,PROD581,Food,Movement,6,72.02,0.22,427.02,146.28,UPI,Delivered,5
ORD109827,2026-04-02,CUST3961,Richard Zamora,Male,32,Port Wendymouth,New Jersey,East,PROD472,Electronics,Realize,4,148.55,0.13,892.21,248.2,Card,Delivered,4
ORD109828,2024-10-10,CUST4311,Matthew Robertson,Female,30,East Joseph,Iowa,South,PROD648,Food,Open,1,56.08,0.13,390.49,-86.13,UPI,Delivered,5
ORD109829,2026-03-12,CUST3167,Matthew Ashley,Female,52,Tonyfort,Nevada,East,PROD522,Furniture,Tend,4,114.29,0.15,934.55,163.06,Card,Cancelled,5
ORD109830,2025-06-01,CUST5347,Dr. Jeffrey Miller DVM,Female,50,East Deniseport,Alabama,East,PROD759,Clothing,Also,7,233.1,0.22,490.69,58.89,Cash,Pending,2
ORD109831,2024-05-25,CUST5697,Brandy Wilson,Female,26,New Linda,Texas,East,PROD710,Clothing,Finish,1,62.04,0.29,801.67,17.18,Cash,Delivered,4
ORD109832,2024-10-01,CUST7005,Molly Martinez,Male,56,Mariahview,Ohio,East,PROD412,Clothing,Or,3,207.04,0.07,216.68,271.73,UPI,Cancelled,2
ORD109833,2025-02-22,CUST9151,Richard Sims,Female,57,North Gary,North Dakota,East,PROD819,Furniture,Various,10,314.4,0.19,768.12,-33.31,UPI,Delivered,3
ORD109834,2024-07-03,CUST5474,Megan Young,Male,49,Murphyville,New Mexico,North,PROD231,Food,Already,10,45.67,0.15,348.21,7.04,UPI,Delivered,4
ORD109835,2024-07-28,CUST4024,Mary Kim,Female,40,East Lisafurt,New Jersey,South,PROD303,Food,Ago,4,374.95,0.19,652.12,199.81,Card,Cancelled,3
ORD109836,2025-09-09,CUST6549,Amber Mann,Female,20,Shawnland,North Dakota,South,PROD657,Food,If,4,494.08,0.1,477.72,-27.51,UPI,Cancelled,4
ORD109837,2026-01-25,CUST6246,Ashley Lloyd,Male,61,Lake Kevinport,Minnesota,North,PROD872,Electronics,Professor,6,81.5,0.17,317.91,66.65,UPI,Delivered,5
ORD109838,2024-11-27,CUST7533,Justin Stark,Female,44,Lake Derrickchester,South Dakota,North,PROD192,Electronics,Support,10,383.56,0.11,415.29,179.11,Cash,Delivered,2
ORD109839,2026-04-22,CUST4640,Denise Morrison,Female,34,Kellyshire,Alabama,North,PROD915,Electronics,Attention,10,45.71,0.16,437.25,-13.15,Card,Pending,1
ORD109840,2024-05-24,CUST2833,Matthew Thomas,Female,53,Lake David,Florida,South,PROD143,Food,Current,9,481.74,0.22,321.64,61.42,Card,Cancelled,2
ORD109841,2025-01-24,CUST5823,Amber Marshall,Male,54,East Jillian,Arizona,West,PROD791,Furniture,Someone,9,151.18,0.09,913.62,254.49,UPI,Cancelled,2
ORD109842,2026-03-14,CUST7663,Andrea Raymond,Male,19,New Kristopher,Arizona,North,PROD856,Furniture,Road,4,20.44,0.14,672.98,-9.64,UPI,Delivered,2
ORD109843,2025-02-01,CUST9547,John Barber,Female,40,New Devinview,Massachusetts,East,PROD211,Electronics,Fight,2,60.49,0.27,944.98,-42.6,Card,Delivered,3
ORD109844,2025-03-11,CUST8131,Heather Terry,Male,61,Bondstad,Virginia,East,PROD687,Furniture,Recent,3,51.04,0.2,971.28,-96.9,Cash,Delivered,5
ORD109845,2024-10-12,CUST2468,Tracy Smith,Male,31,Lake James,Georgia,West,PROD205,Food,Already,6,464.49,0.27,626.22,19.52,UPI,Cancelled,3
ORD109846,2024-05-12,CUST6846,Dr. Robert Jenkins MD,Female,54,Millerborough,Oregon,South,PROD711,Clothing,Control,6,55.74,0.25,587.69,30.32,Card,Cancelled,4
ORD109847,2025-08-09,CUST3923,Diane Moss,Female,36,East Danielle,Arkansas,North,PROD651,Furniture,Return,10,149.34,0.22,758.64,-75.55,UPI,Delivered,5
ORD109848,2026-03-18,CUST2129,Jermaine Mack,Male,59,East Katherineborough,Oklahoma,South,PROD872,Electronics,Arm,3,143.16,0.17,989.13,284.22,UPI,Delivered,3
ORD109849,2025-03-15,CUST7455,Christine Parrish,Female,23,Lunaborough,Georgia,East,PROD585,Furniture,Beat,7,179.83,0.26,267.23,53.27,UPI,Pending,1
ORD109850,2025-12-20,CUST1923,Matthew Hill,Male,35,Patrickhaven,Alabama,East,PROD375,Clothing,Program,1,53.3,0.16,975.8,-46.13,UPI,Delivered,4
ORD109851,2025-11-16,CUST4821,Audrey Collins,Female,22,Pamelahaven,Louisiana,North,PROD795,Food,Hospital,8,106.43,0.17,737.64,260.05,Cash,Cancelled,2
ORD109852,2024-10-09,CUST9685,Edwin Welch,Male,52,Ricehaven,Alaska,North,PROD912,Clothing,Wish,10,270.81,0.1,67.67,137.98,UPI,Delivered,2
ORD109853,2025-06-12,CUST8977,Jeanne Fisher,Male,40,Tammyland,Maryland,North,PROD188,Electronics,Value,8,331.76,0.14,464.22,167.77,UPI,Cancelled,3
ORD109854,2025-03-23,CUST9397,James Garcia,Male,27,Williamsmouth,Mississippi,West,PROD461,Electronics,Each,9,278.39,0.18,252.56,132.56,Card,Delivered,4
ORD109855,2025-01-17,CUST5750,Christine Taylor,Male,40,Jeremybury,Massachusetts,South,PROD554,Electronics,Reality,5,335.0,0.08,687.13,-0.95,UPI,Delivered,1
ORD109856,2025-03-06,CUST6039,Elizabeth Johnson,Female,58,Williamsfurt,Indiana,North,PROD730,Food,Even,2,48.14,0.17,382.48,-97.27,Cash,Cancelled,3
ORD109857,2025-06-02,CUST2858,Marie Gonzales,Male,37,Benjaminhaven,Montana,South,PROD965,Food,While,6,213.32,0.19,808.54,229.49,UPI,Cancelled,1
ORD109858,2024-07-10,CUST8928,Shawn Davidson,Male,38,Laraburgh,Rhode Island,West,PROD830,Electronics,Name,1,207.7,0.13,141.52,218.48,Card,Cancelled,2
ORD109859,2026-04-20,CUST2123,Felicia Jackson,Male,49,Mitchellbury,Pennsylvania,South,PROD620,Electronics,Power,10,284.9,0.26,728.76,24.35,Cash,Cancelled,5
ORD109860,2024-05-26,CUST1201,Jessica Olson,Female,61,Port Kyleberg,Illinois,South,PROD606,Furniture,Upon,9,254.55,0.26,164.67,139.66,Card,Delivered,3
ORD109861,2024-11-06,CUST6545,Kevin Young,Female,36,Rogerberg,Illinois,North,PROD971,Clothing,Plan,1,13.25,0.05,295.11,-78.19,Card,Pending,2
ORD109862,2025-12-28,CUST7954,Jennifer Torres,Female,28,North Johnville,Missouri,West,PROD757,Food,Husband,1,154.87,0.09,463.35,83.49,UPI,Delivered,3
ORD109863,2025-02-18,CUST5796,Scott Boyd,Female,51,Wrightberg,Illinois,South,PROD831,Electronics,Factor,5,410.56,0.13,837.36,94.98,UPI,Delivered,4
ORD109864,2024-08-18,CUST8236,Brent Chaney,Male,37,New Joshua,Kansas,South,PROD459,Food,Score,1,254.19,0.12,610.24,279.93,UPI,Delivered,2
ORD109865,2025-06-27,CUST1871,Andrew White,Male,50,Larrytown,Arizona,South,PROD248,Electronics,Couple,4,416.08,0.03,901.06,252.86,Card,Pending,1
ORD109866,2024-06-09,CUST3895,Jenny Johnson,Male,45,Port Thomasfort,Kentucky,South,PROD833,Electronics,Imagine,7,275.02,0.28,706.25,122.47,Cash,Pending,5
ORD109867,2025-12-18,CUST5874,Kristen Nelson,Male,51,Tracyshire,Maine,East,PROD961,Furniture,Face,3,163.91,0.26,490.35,229.71,Card,Pending,5
ORD109868,2025-06-27,CUST8990,Neil Russo,Male,60,North Timothy,Alabama,North,PROD747,Food,This,4,248.54,0.1,442.06,257.14,Card,Pending,4
ORD109869,2024-07-04,CUST3925,Kathleen Graham,Female,58,Port Theresafort,Florida,South,PROD976,Furniture,Focus,2,153.2,0.23,93.73,283.28,Card,Cancelled,1
ORD109870,2025-01-05,CUST2318,Alec Davis,Female,25,North Charleston,Ohio,North,PROD737,Furniture,Instead,10,57.97,0.03,405.46,119.44,Cash,Pending,2
ORD109871,2024-06-30,CUST5230,Michael Carroll,Male,64,West Stacyburgh,Maine,East,PROD936,Food,Expert,1,276.67,0.03,548.05,-94.79,Cash,Cancelled,1
ORD109872,2024-12-10,CUST5522,Daniel Adkins,Female,42,Robertsmouth,Virginia,East,PROD212,Electronics,Behind,7,125.33,0.05,670.94,148.03,Card,Cancelled,2
ORD109873,2025-09-28,CUST1218,Antonio Shelton,Male,60,Port Timothy,Massachusetts,North,PROD773,Furniture,Owner,10,359.16,0.03,312.77,85.76,UPI,Cancelled,3
ORD109874,2025-12-16,CUST6555,Ashley Anderson,Male,58,Mcconnellbury,California,North,PROD875,Food,Until,10,129.25,0.22,308.19,3.69,UPI,Delivered,5
ORD109875,2024-08-27,CUST1731,Misty Acosta,Male,28,Jamieshire,Arizona,North,PROD766,Clothing,Dinner,2,152.06,0.1,423.06,89.04,UPI,Delivered,1
ORD109876,2025-03-28,CUST8828,Emma Miller,Female,55,Port Ashley,Massachusetts,South,PROD578,Food,Yes,5,451.21,0.22,570.28,-19.87,Cash,Pending,2
ORD109877,2024-07-09,CUST4127,James Bates,Male,44,New Amber,Illinois,North,PROD774,Electronics,Ok,7,162.94,0.08,189.65,215.36,Cash,Pending,5
ORD109878,2024-10-25,CUST5498,Brian Rodriguez,Female,23,Ginaburgh,Alabama,South,PROD648,Electronics,Congress,3,391.87,0.19,84.51,242.34,Card,Pending,1
ORD109879,2024-05-04,CUST1740,Patricia Lang,Female,65,Lake Maryhaven,Wyoming,West,PROD129,Furniture,Machine,6,272.6,0.0,305.98,-24.79,Card,Pending,5
ORD109880,2026-02-12,CUST9958,Zachary Hernandez,Male,60,West Brandonton,New Mexico,East,PROD502,Electronics,Product,8,399.49,0.08,545.22,55.84,Cash,Cancelled,3
ORD109881,2024-05-15,CUST9237,Jesus Johns,Male,22,Lake Kathyburgh,Texas,West,PROD192,Food,Over,3,399.0,0.06,356.97,123.55,Cash,Pending,1
ORD109882,2026-03-09,CUST7889,Kayla Stafford DVM,Male,33,North Danielport,Tennessee,East,PROD955,Electronics,Carry,8,178.43,0.22,169.57,146.28,Cash,Delivered,2
ORD109883,2025-09-20,CUST5887,Michael Russell DDS,Female,33,Amandaville,Arkansas,North,PROD484,Clothing,Protect,10,469.66,0.24,803.36,79.99,Cash,Delivered,3
ORD109884,2025-11-28,CUST1760,Heather Bell,Female,55,East Stephenhaven,Michigan,South,PROD236,Electronics,Movement,10,321.89,0.26,869.77,189.99,Card,Pending,4
ORD109885,2024-05-05,CUST1668,Madison Jones,Female,24,North Meganview,Connecticut,East,PROD883,Furniture,Free,1,313.39,0.19,203.38,284.24,UPI,Cancelled,4
ORD109886,2025-04-19,CUST9055,Jessica Lawson,Female,18,West Heather,Maine,West,PROD989,Clothing,Man,6,28.16,0.25,889.78,22.93,Card,Delivered,5
ORD109887,2026-03-21,CUST3894,Michael Reese,Female,62,Port William,California,East,PROD609,Clothing,This,3,381.94,0.11,765.8,140.79,Cash,Delivered,3
ORD109888,2026-04-04,CUST5714,John Griffin,Female,20,East Josephchester,Wyoming,South,PROD995,Furniture,Artist,9,105.85,0.17,282.4,115.83,Cash,Delivered,4
ORD109889,2026-04-18,CUST8046,Glenn Johnson,Female,55,Kerryhaven,Ohio,North,PROD321,Clothing,Theory,9,36.11,0.11,400.22,110.57,Card,Pending,2
ORD109890,2025-12-30,CUST3904,Jonathan Garcia,Female,43,South Latoya,Indiana,West,PROD373,Furniture,Especially,3,185.53,0.27,878.18,25.6,Card,Pending,3
ORD109891,2025-05-18,CUST4061,Daniel Graham,Female,35,North Sarahstad,Georgia,East,PROD190,Electronics,Billion,1,472.94,0.14,597.23,246.71,Cash,Cancelled,4
ORD109892,2025-10-24,CUST9252,Christopher Velazquez,Female,40,Dunnhaven,Washington,South,PROD938,Clothing,Magazine,1,29.81,0.28,383.48,210.84,Cash,Delivered,1
ORD109893,2026-04-21,CUST8991,Jessica Davis,Male,22,South Alisha,Arkansas,North,PROD678,Clothing,Religious,5,386.52,0.21,292.76,174.26,Cash,Pending,5
ORD109894,2024-12-19,CUST4605,Jacob Oliver,Female,56,North Susan,Florida,North,PROD510,Electronics,That,9,371.55,0.02,459.61,144.08,UPI,Pending,1
ORD109895,2025-11-22,CUST9057,Jonathan Anderson,Male,40,New Anthonyport,Illinois,West,PROD529,Food,Everybody,10,371.18,0.05,964.0,211.52,UPI,Cancelled,4
ORD109896,2025-05-29,CUST9971,Melanie Beck,Female,47,New Brianborough,Delaware,East,PROD762,Food,Speak,4,12.19,0.16,598.48,195.52,UPI,Delivered,4
ORD109897,2024-05-08,CUST4252,Adam Carney,Female,20,New Michael,New Mexico,West,PROD919,Clothing,Provide,5,170.77,0.23,873.35,87.17,Card,Cancelled,4
ORD109898,2025-09-27,CUST1215,Melissa Valdez,Male,41,Colemanmouth,Texas,South,PROD568,Food,Research,4,316.72,0.09,323.41,-82.8,UPI,Cancelled,5
ORD109899,2026-02-15,CUST1444,Victor Dillon DVM,Female,36,Johnsontown,Utah,South,PROD377,Furniture,Hand,3,170.67,0.17,566.01,204.76,Card,Delivered,4
ORD109900,2025-08-06,CUST5072,Melissa Fields,Female,60,Smithbury,Mississippi,West,PROD548,Food,Prove,2,433.63,0.24,733.72,245.77,Cash,Pending,1
ORD109901,2024-05-18,CUST6401,Jennifer Stephens,Female,53,Griffinstad,Missouri,North,PROD991,Clothing,Growth,3,251.27,0.09,501.1,94.24,Card,Cancelled,2
ORD109902,2024-09-26,CUST5699,Chase Clark,Female,46,Mccarthytown,Colorado,South,PROD777,Food,Specific,1,240.19,0.03,541.27,261.03,Card,Pending,1
ORD109903,2024-05-04,CUST8483,Glenda Evans,Male,26,Lake Anthony,Kentucky,North,PROD260,Electronics,Now,9,218.59,0.01,649.85,213.02,Cash,Cancelled,3
ORD109904,2025-09-04,CUST8998,Shannon Steele,Female,49,Rebeccatown,Florida,East,PROD704,Electronics,Determine,7,127.37,0.05,319.34,199.56,Cash,Pending,3
ORD109905,2025-12-25,CUST2212,Crystal Smith,Male,32,Perryport,Washington,South,PROD626,Clothing,Visit,10,325.09,0.07,544.54,258.74,Cash,Delivered,2
ORD109906,2025-04-18,CUST5571,Noah Miller,Male,34,Pennyton,Missouri,East,PROD933,Furniture,Up,5,52.83,0.04,934.33,151.2,UPI,Delivered,4
ORD109907,2026-04-08,CUST4435,Steven Howard,Male,51,Mcknightside,North Carolina,West,PROD819,Clothing,Third,4,308.37,0.14,665.68,110.94,Cash,Delivered,1
ORD109908,2026-01-07,CUST8167,Michael Schneider,Male,43,New Jeff,Idaho,South,PROD481,Food,People,4,414.44,0.1,261.32,279.3,UPI,Delivered,2
ORD109909,2025-10-26,CUST4814,Laura Thomas,Female,19,Mendozamouth,Tennessee,East,PROD631,Food,Season,2,384.51,0.27,415.23,27.61,Cash,Delivered,1
ORD109910,2026-01-22,CUST9223,Tonya Hodges,Female,59,Joshuashire,Kentucky,North,PROD208,Food,Feel,10,292.81,0.2,166.17,30.5,Card,Pending,2
ORD109911,2025-08-12,CUST8583,Lindsay Short,Male,19,Christopherside,Michigan,South,PROD882,Furniture,Rate,3,432.53,0.15,606.95,242.45,Card,Delivered,5
ORD109912,2024-09-05,CUST5511,Rachel Williams,Male,63,Ronaldton,Alaska,West,PROD886,Electronics,Expert,10,397.93,0.11,940.72,141.5,Card,Cancelled,4
ORD109913,2025-11-05,CUST8801,Brendan Lam,Female,22,Ronaldshire,Nebraska,North,PROD700,Electronics,Training,2,426.13,0.29,840.6,30.25,Card,Delivered,1
ORD109914,2025-02-08,CUST1671,Ronald Peters,Male,43,Wallshaven,Minnesota,East,PROD191,Electronics,Option,6,329.8,0.07,966.55,-39.8,UPI,Cancelled,4
ORD109915,2026-04-08,CUST1332,Carol Padilla,Male,48,Weekschester,New Jersey,West,PROD870,Electronics,Among,1,382.2,0.17,880.72,156.87,Cash,Delivered,1
ORD109916,2024-06-27,CUST1163,Barbara Harris,Male,24,East Cameronchester,New Mexico,West,PROD939,Clothing,Wall,8,123.15,0.18,69.61,259.05,Card,Cancelled,2
ORD109917,2025-02-03,CUST3152,Roger Patel,Female,27,West Franktown,Kentucky,North,PROD756,Clothing,Rest,6,296.27,0.26,275.09,195.04,Card,Cancelled,3
ORD109918,2024-09-17,CUST8018,Ashley Gutierrez,Male,59,Lake Amberchester,Kentucky,East,PROD941,Furniture,Training,9,106.42,0.26,68.67,59.87,Cash,Delivered,4
ORD109919,2024-10-27,CUST2410,Frank Vaughn,Female,40,Martinport,Tennessee,West,PROD329,Food,Store,6,437.45,0.19,280.73,26.72,UPI,Cancelled,5
ORD109920,2025-10-29,CUST7715,Bradley Brown,Female,20,Port Michelle,Illinois,West,PROD679,Electronics,New,10,333.99,0.27,846.13,-59.43,Card,Delivered,2
ORD109921,2024-08-18,CUST3989,Robert Willis,Male,52,Tiffanyfurt,New Jersey,West,PROD861,Furniture,Hundred,9,83.08,0.13,692.68,105.38,Card,Delivered,1
ORD109922,2024-05-11,CUST3888,Jennifer Prince,Male,23,Reedborough,West Virginia,West,PROD452,Clothing,Herself,8,91.55,0.12,970.53,204.72,UPI,Delivered,2
ORD109923,2025-11-16,CUST2004,Jimmy Wang,Male,46,South Francisco,New York,East,PROD892,Food,Recognize,6,321.38,0.22,391.57,57.88,Cash,Cancelled,5
ORD109924,2025-11-16,CUST1152,Rebecca Lewis,Female,37,Torresville,Connecticut,West,PROD593,Furniture,War,6,440.53,0.16,468.77,26.31,UPI,Pending,5
ORD109925,2024-11-28,CUST4789,Hannah Swanson,Male,30,Heatherburgh,Vermont,North,PROD886,Electronics,Instead,7,30.86,0.1,618.65,226.06,UPI,Cancelled,4
ORD109926,2026-02-14,CUST9036,Dr. Robert Lawson,Male,61,South Gary,Kentucky,North,PROD578,Furniture,Message,7,421.98,0.03,738.94,55.93,UPI,Cancelled,3
ORD109927,2025-12-04,CUST4048,Christopher Hobbs,Male,40,Garciatown,Iowa,East,PROD898,Furniture,Own,4,348.78,0.07,233.95,-53.26,UPI,Pending,5
ORD109928,2024-06-17,CUST6495,Timothy Graham,Female,61,East Joshuafort,Maryland,East,PROD801,Electronics,Later,9,402.63,0.19,993.11,293.84,Card,Delivered,5
ORD109929,2025-10-21,CUST2235,Erik Ray,Female,31,Rhondaport,Oregon,South,PROD581,Clothing,Customer,7,59.52,0.24,310.99,231.17,Card,Cancelled,2
ORD109930,2024-12-24,CUST9127,Larry Zhang,Female,39,Lake Markside,West Virginia,East,PROD225,Food,Good,6,258.69,0.21,865.54,-14.0,UPI,Cancelled,1
ORD109931,2024-10-18,CUST7977,Carrie Guzman,Male,61,Cameronberg,Kansas,East,PROD815,Food,Wide,2,41.18,0.23,448.21,94.94,UPI,Cancelled,3
ORD109932,2024-10-06,CUST7280,Sheryl Smith,Female,29,Lake Brianfurt,New Jersey,South,PROD693,Furniture,Child,6,38.14,0.04,32.89,107.46,UPI,Pending,4
ORD109933,2025-05-02,CUST5825,Travis Rodriguez,Female,40,Williamshire,Tennessee,South,PROD605,Clothing,Instead,2,402.83,0.03,707.09,37.03,UPI,Delivered,5
ORD109934,2024-06-05,CUST3069,Suzanne Le,Female,45,Jerryview,Oklahoma,North,PROD632,Food,Front,2,399.08,0.27,834.04,-64.44,UPI,Cancelled,2
ORD109935,2025-06-03,CUST9606,Matthew Williams,Female,21,Adamston,Hawaii,West,PROD924,Electronics,Picture,4,356.38,0.25,737.5,236.31,Card,Cancelled,2
ORD109936,2024-08-13,CUST2525,Julie Howell,Female,30,New Helen,Kentucky,East,PROD518,Electronics,Enter,5,297.13,0.23,700.01,194.7,UPI,Delivered,2
ORD109937,2025-03-12,CUST5701,Julie Jackson,Female,28,West Matthewside,Arizona,East,PROD246,Electronics,Knowledge,3,390.96,0.01,801.62,47.61,Card,Delivered,5
ORD109938,2026-02-15,CUST2349,Luis Madden,Male,30,Ballbury,Michigan,East,PROD295,Food,Glass,1,114.77,0.06,303.03,-47.64,Card,Cancelled,4
ORD109939,2025-02-01,CUST3212,Cole Gallagher,Male,28,Port Frances,Arkansas,South,PROD635,Food,Time,6,101.55,0.26,152.88,-38.88,Cash,Delivered,4
ORD109940,2025-09-20,CUST1283,Robert Waters II,Male,59,Amandaburgh,North Dakota,West,PROD237,Electronics,State,10,491.0,0.1,272.04,38.91,UPI,Delivered,5
ORD109941,2025-01-15,CUST2828,Andrew Lewis,Male,63,Haydenhaven,Nevada,South,PROD148,Clothing,Drop,5,329.17,0.17,847.37,228.77,Card,Delivered,2
ORD109942,2024-11-07,CUST1309,Kimberly Jones,Male,65,Campbellville,Mississippi,West,PROD220,Furniture,Group,4,164.99,0.2,719.13,292.09,Cash,Cancelled,3
ORD109943,2024-06-24,CUST2124,Michael Wilson,Male,18,North John,Oregon,West,PROD146,Food,Board,5,401.37,0.19,438.34,-50.75,Card,Pending,4
ORD109944,2026-02-11,CUST4586,Bailey Roman,Female,42,North Dawnville,Pennsylvania,West,PROD851,Furniture,Act,6,46.93,0.21,402.8,-9.97,UPI,Delivered,5
ORD109945,2025-05-29,CUST4138,Paul Palmer,Male,59,West Maryview,Texas,East,PROD858,Electronics,Century,4,337.27,0.24,406.63,-27.89,Card,Pending,4
ORD109946,2024-08-13,CUST4543,Donald Davis,Female,23,Lake Aaron,Mississippi,North,PROD173,Furniture,Develop,10,52.08,0.02,762.21,215.37,Card,Pending,4
ORD109947,2024-12-29,CUST7745,Michelle Moore,Male,59,Kennethside,Missouri,West,PROD748,Clothing,Speak,5,275.97,0.06,574.64,269.03,Cash,Pending,4
ORD109948,2026-02-19,CUST3024,Mary Peck,Female,19,North Joann,Tennessee,North,PROD227,Clothing,Others,10,497.38,0.27,525.06,248.74,Cash,Pending,3
ORD109949,2024-05-08,CUST4877,Allison Spears,Female,55,New Jade,South Dakota,North,PROD422,Food,Young,10,399.72,0.11,367.42,234.58,Cash,Cancelled,3
ORD109950,2024-05-14,CUST2600,Lori Avery,Male,43,New Kimtown,New Hampshire,North,PROD670,Electronics,Name,3,440.68,0.29,623.08,197.61,UPI,Pending,4
ORD109951,2025-02-23,CUST9321,Eric Martinez,Male,24,Port Paulaland,South Dakota,North,PROD307,Clothing,Woman,5,426.78,0.05,764.57,100.95,Card,Cancelled,3
ORD109952,2024-11-12,CUST5233,Martin Hopkins,Male,53,East Yesenia,Delaware,West,PROD183,Food,Develop,6,29.33,0.18,162.14,289.68,UPI,Delivered,2
ORD109953,2025-01-05,CUST2996,Allison Gibson,Male,48,Kevinstad,Colorado,East,PROD793,Furniture,Especially,9,412.23,0.06,98.62,77.83,Card,Delivered,3
ORD109954,2025-07-02,CUST9830,Robert Branch,Male,37,Travisstad,New York,East,PROD830,Clothing,Share,6,384.18,0.11,561.34,229.68,Cash,Cancelled,1
ORD109955,2024-10-25,CUST3883,Amy Jones,Female,26,Kristenfurt,Vermont,West,PROD345,Clothing,Since,1,375.77,0.19,150.5,-28.45,Cash,Pending,2
ORD109956,2025-12-05,CUST1195,Danielle Collins,Male,43,Colechester,West Virginia,East,PROD259,Furniture,Forget,10,78.22,0.22,114.67,118.27,Cash,Pending,5
